filename	acq_time	operator	randstr
anat/sub-15_acq-denoised_T1w.nii.gz	2024-02-16T10:25:57.682500	n/a	50344faa
anat/sub-15_acq-mp2rage_T1w.nii.gz	2024-02-16T10:25:57.682500	n/a	a48c1f90
anat/sub-15_T2w.nii.gz	2024-02-16T10:40:38.585000	n/a	1e1e5049
fmap/sub-15_magnitude1.nii.gz	2024-02-16T11:03:24.167500	n/a	270647cf
fmap/sub-15_magnitude2.nii.gz	2024-02-16T11:03:24.167500	n/a	270647cf
fmap/sub-15_phasediff.nii.gz	2024-02-16T11:03:24.167500	n/a	b85f8ee9
func/sub-15_task-rest_bold.nii.gz	2024-02-16T11:12:18.697500	n/a	e2e2941f
func/sub-15_task-mixed_bold.nii.gz	2024-02-16T11:16:44.042500	n/a	41c23e8a
